"CountryCode","SeriesCode","DESCRIPTION",
"LBY","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"LBY","IT.NET.BBND","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBY","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBY","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBY","MS.MIL.XPND.CD","1960-1976 SIPRI estimates.",
"LBY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBY","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBY","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"LBY","IT.NET.USER.ZS","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"LBY","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"LBY","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LBY","IT.MLT.MAIN.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBY","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"LBY","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBY","IT.CEL.SETS.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","MS.MIL.XPND.CN","1960-1976 SIPRI estimates.",
"LBY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBY","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"LBY","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"LBY","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"LBY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LBY","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"LBY","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBY","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"LBY","IT.MLT.MAIN","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBY","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"LBY","SG.GEN.PARL.ZS","Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya.",
"LCA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2020 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating, but with no deferred payments reported in 2020.",
"LCA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LCA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LCA","IT.MLT.MAIN","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding yacht passenger arrivals.",
"LCA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LCA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"LCA","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LCA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LCA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LCA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LCA","IT.NET.BBND","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","IT.CEL.SETS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","IT.NET.BBND.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LCA","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LCN","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"LCN","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"LIC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LIC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LIE","IT.CEL.SETS.P2","Office for Communications.",
"LIE","SP.DYN.TFRT.IN","Data source: Eurostat, Liechtenstein Bureau of Statistics",
"LIE","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"LIE","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"LIE","IT.MLT.MAIN","Office for Communications.",
"LIE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LIE","SP.DYN.CDRT.IN","Data source: Eurostat",
"LIE","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LIE","IT.NET.BBND.P2","Office for Communications.",
"LIE","IT.NET.BBND","Office for Communications.",
"LIE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Excluding long term tourists on campgrounds and in holiday flats. 1995-2006: Non-resident tourists staying in hotels and similar establishments.",
"LIE","IT.CEL.SETS","Office for Communications.",
"LIE","IS.RRS.PASG.KM","Source: OECD",
"LIE","IT.NET.USER.ZS","Office for Communications.",
"LIE","IT.MLT.MAIN.P2","Office for Communications.",
"LIE","SP.DYN.CBRT.IN","Data source: Eurostat",
"LIE","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LIE","IS.RRS.GOOD.MT.K6","Source: OECD",
"LIE","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"LKA","IT.MLT.MAIN","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","IT.NET.BBND.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","SP.POP.TOTL","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LKA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"LKA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LKA","MS.MIL.XPND.ZS","1990-2003 SIPRI estimates.",
"LKA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LKA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LKA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LKA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LKA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LKA","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"LKA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"LKA","MS.MIL.XPND.CN","1960-2003 SIPRI estimates.",
"LKA","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"LKA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","IT.CEL.SETS.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","IT.MLT.MAIN.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","SP.POP.GROW","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LKA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LKA","IT.NET.USER.ZS","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","MS.MIL.XPND.CD","1960-2003 SIPRI estimates.",
"LKA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
